SEQUENCE_ID,IS_VALID,PRIMARY_RULE,ALL_RULES
dev_anom_mosfet_seq_0963_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0486_valid,1,,
dev_anom_ic_seq_0334_valid,1,,
dev_anom_igbt_seq_0763_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0729_valid,1,,
dev_anom_igbt_seq_0097_valid,1,,
dev_anom_ic_seq_0882_valid,1,,
dev_anom_igbt_seq_0695_valid,1,,
dev_anom_igbt_seq_0191_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0494_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP
dev_anom_igbt_seq_0301_valid,1,,
dev_anom_ic_seq_0369_valid,1,,
dev_anom_igbt_seq_0695_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0292_valid,1,,
dev_anom_igbt_seq_0838_valid,1,,
dev_anom_ic_seq_0820_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0368_valid,1,,
dev_anom_igbt_seq_0111_valid,1,,
dev_anom_ic_seq_0927_valid,1,,
dev_anom_igbt_seq_0662_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0726_valid,1,,
dev_anom_mosfet_seq_0494_valid,1,,
dev_anom_mosfet_seq_0426_valid,1,,
dev_anom_ic_seq_0959_valid,1,,
dev_anom_ic_seq_0028_invalid,0,RULE_LITHO_LEVEL_SKIP,RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0046_valid,1,,
dev_anom_ic_seq_0900_valid,1,,
dev_anom_mosfet_seq_0451_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0364_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0938_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0012_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0654_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_igbt_seq_0318_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0217_valid,1,,
dev_anom_igbt_seq_0377_valid,1,,
dev_anom_ic_seq_0334_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0214_valid,1,,
dev_anom_igbt_seq_0419_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0035_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0826_valid,1,,
dev_anom_mosfet_seq_0050_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0647_valid,1,,
dev_anom_igbt_seq_0292_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0878_valid,1,,
dev_anom_igbt_seq_0330_valid,1,,
dev_anom_ic_seq_0193_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0080_valid,1,,
dev_anom_igbt_seq_0943_valid,1,,
dev_anom_ic_seq_0576_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0223_valid,1,,
dev_anom_igbt_seq_0749_valid,1,,
dev_anom_igbt_seq_0079_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0202_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0768_valid,1,,
dev_anom_igbt_seq_0906_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0318_valid,1,,
dev_anom_igbt_seq_0555_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_PAD_OPEN_BEFORE_DEP;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0858_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0091_valid,1,,
dev_anom_ic_seq_0104_valid,1,,
dev_anom_ic_seq_0644_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0976_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0820_valid,1,,
dev_anom_mosfet_seq_0527_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_ic_seq_0883_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0505_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0928_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0735_valid,1,,
dev_anom_ic_seq_0949_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0789_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0901_valid,1,,
dev_anom_mosfet_seq_0106_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_PAD_OPEN_BEFORE_DEP
dev_anom_ic_seq_0040_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0911_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0522_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0637_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0391_valid,1,,
dev_anom_ic_seq_0005_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0568_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0183_valid,1,,
dev_anom_mosfet_seq_0938_valid,1,,
dev_anom_ic_seq_0101_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0366_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0201_valid,1,,
dev_anom_ic_seq_0930_valid,1,,
dev_anom_mosfet_seq_0761_valid,1,,
dev_anom_mosfet_seq_0217_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_igbt_seq_0489_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0246_valid,1,,
dev_anom_mosfet_seq_0547_valid,1,,
dev_anom_ic_seq_0107_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0183_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0012_valid,1,,
dev_anom_mosfet_seq_0291_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0410_valid,1,,
dev_anom_igbt_seq_0271_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_ic_seq_0035_valid,1,,
dev_anom_ic_seq_0884_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0177_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP
dev_anom_igbt_seq_0469_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_TEST_BEFORE_PASSIVATION
dev_anom_igbt_seq_0763_valid,1,,
dev_anom_ic_seq_0020_valid,1,,
dev_anom_mosfet_seq_0042_valid,1,,
dev_anom_mosfet_seq_0264_valid,1,,
dev_anom_ic_seq_0070_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0554_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0115_valid,1,,
dev_anom_ic_seq_0605_valid,1,,
dev_anom_ic_seq_0013_valid,1,,
dev_anom_mosfet_seq_0970_valid,1,,
dev_anom_mosfet_seq_0222_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_ic_seq_0699_valid,1,,
dev_anom_ic_seq_0230_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0804_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_igbt_seq_0943_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP
dev_anom_igbt_seq_0444_valid,1,,
dev_anom_igbt_seq_0821_valid,1,,
dev_anom_igbt_seq_0502_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0602_valid,1,,
dev_anom_ic_seq_0205_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_igbt_seq_1000_valid,1,,
dev_anom_igbt_seq_0097_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0464_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_ic_seq_0019_valid,1,,
dev_anom_igbt_seq_0477_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0298_valid,1,,
dev_anom_ic_seq_0881_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP
dev_anom_mosfet_seq_0610_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0107_valid,1,,
dev_anom_igbt_seq_0995_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0961_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0433_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_ic_seq_0644_valid,1,,
dev_anom_igbt_seq_0395_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0104_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_igbt_seq_0816_valid,1,,
dev_anom_ic_seq_0746_valid,1,,
dev_anom_mosfet_seq_0917_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_ic_seq_0869_valid,1,,
dev_anom_igbt_seq_0894_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0402_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_mosfet_seq_0929_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0358_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0298_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0264_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_igbt_seq_0906_valid,1,,
dev_anom_igbt_seq_0032_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0882_valid,1,,
dev_anom_mosfet_seq_0989_valid,1,,
dev_anom_mosfet_seq_0464_valid,1,,
dev_anom_mosfet_seq_0620_valid,1,,
dev_anom_ic_seq_0744_valid,1,,
dev_anom_mosfet_seq_0516_valid,1,,
dev_anom_igbt_seq_0037_invalid,0,RULE_SHIP_BEFORE_TEST,RULE_SHIP_BEFORE_TEST
dev_anom_ic_seq_0369_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_ic_seq_0020_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_ic_seq_0290_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_igbt_seq_0878_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_igbt_seq_0087_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0021_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0428_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_IMPLANT_NO_MASK;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_mosfet_seq_0923_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_ic_seq_0885_valid,1,,
dev_anom_mosfet_seq_0035_valid,1,,
dev_anom_igbt_seq_0981_valid,1,,
dev_anom_ic_seq_0949_valid,1,,
dev_anom_ic_seq_0154_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK
dev_anom_igbt_seq_0220_valid,1,,
dev_anom_igbt_seq_0036_invalid,0,RULE_DEP_NO_CLEAN,RULE_DEP_NO_CLEAN;RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_LITHO_LEVEL_SKIP;RULE_CMP_NO_DEP;RULE_PAD_OPEN_BEFORE_DEP;RULE_TEST_BEFORE_PASSIVATION;RULE_BACKSIDE_BEFORE_PASSIVATION
dev_anom_igbt_seq_0079_valid,1,,
dev_anom_igbt_seq_0146_invalid,0,RULE_METAL_ETCH_NO_LITHO,RULE_METAL_ETCH_NO_LITHO;RULE_ETCH_NO_MASK;RULE_IMPLANT_NO_MASK
dev_anom_mosfet_seq_0929_valid,1,,
